sku,name,description,category,barcode,selling_price,cost_price,tax_rate,stock,min_stock_level,max_stock_level,reorder_point,reorder_quantity,unit_of_measure,supplier_name,supplier_contact,is_active,receipt_number,transaction_date,location_name,quantity,unit_price,discount_amount,tax_amount,payment_method,customer_name,customer_email,customer_phone,cashier_name,notes
HBA-118,Facial Cleanser Clean & Clear 8oz,Clean & Clear Facial Cleanser 8oz,Health,037000012277,5.99,3.55,8.25,50,18,120,24,60,each,Clean & Clear,orders@cleanandclear.com,true,,,,,,,,,,,,,
HBA-119,Makeup Remover Wipes 25ct,Neutrogena Makeup Remover Wipes 25ct,Health,037000012284,7.99,4.75,8.25,50,12,80,18,40,each,Neutrogena,orders@neutrogena.com,true,,,,,,,,,,,,,
HBA-120,Cotton Balls 100ct,Johnson & Johnson Cotton Balls 100ct,Health,037000012291,2.99,1.75,8.25,50,24,200,36,100,each,Johnson & Johnson,orders@jnj.com,true,,,,,,,,,,,,,
HBA-121,Cotton Swabs 300ct,Q-Tips Cotton Swabs 300ct,Health,037000012307,4.99,2.95,8.25,50,18,120,24,60,each,Q-Tips,orders@qtips.com,true,,,,,,,,,,,,,
HBA-122,Makeup Remover 5.5oz,Neutrogena Oil-Free Eye Makeup Remover 5.5oz,Health,037000012314,7.99,4.75,8.25,50,12,80,18,40,each,Neutrogena,orders@neutrogena.com,true,,,,,,,,,,,,,
HBA-123,Tissues Kleenex 160ct,Kleenex Facial Tissues 160ct,Health,036000012321,3.49,2.05,8.25,50,24,200,36,100,each,Kleenex,orders@kleenex.com,true,,,,,,,,,,,,,
HBA-124,Tissues Puffs 180ct,Puffs Plus Lotion Facial Tissues 180ct,Health,037000012338,3.99,2.35,8.25,50,24,200,36,100,each,Puffs,orders@puffs.com,true,,,,,,,,,,,,,
HBA-125,Paper Towels Bounty 1ct,Bounty Select-A-Size 1 Roll,Household,037000012345,3.99,2.35,8.25,50,24,200,36,100,each,Bounty,orders@bounty.com,true,,,,,,,,,,,,,
HBA-126,Paper Towels Bounty 6ct,Bounty Select-A-Size 6ct,Household,037000012352,12.99,7.75,8.25,50,6,40,12,20,each,Bounty,orders@bounty.com,true,,,,,,,,,,,,,
HBA-127,Toilet Paper Charmin 4ct,Charmin Ultra Soft 4 Mega Rolls,Household,037000012369,7.99,4.75,8.25,50,12,80,18,40,each,Charmin,orders@charmin.com,true,,,,,,,,,,,,,
HBA-128,Toilet Paper Charmin 12ct,Charmin Ultra Soft 12 Mega Rolls,Household,037000012376,19.99,11.95,8.25,50,4,30,8,15,each,Charmin,orders@charmin.com,true,,,,,,,,,,,,,
HBA-129,Napkins 250ct,Bounty Quilted Napkins 250ct,Household,037000012383,3.99,2.35,8.25,50,18,120,24,60,each,Bounty,orders@bounty.com,true,,,,,,,,,,,,,
HBA-130,Wet Wipes Clorox 75ct,Clorox Disinfecting Wipes 75ct,Household,037000012390,6.99,4.15,8.25,50,12,80,18,40,each,Clorox,orders@clorox.com,true,,,,,,,,,,,,,
HBA-131,Glass Cleaner Windex 23oz,Windex Original Glass Cleaner 23oz,Household,037000012406,4.99,2.95,8.25,50,18,120,24,60,each,Windex,orders@windex.com,true,,,,,,,,,,,,,
HBA-132,Multi-Surface Spray 32oz,Lysol All-Purpose Cleaner 32oz,Household,037000012413,5.49,3.25,8.25,50,18,120,24,60,each,Lysol,orders@lysol.com,true,,,,,,,,,,,,,
HBA-133,Bathroom Cleaner Lysol 24oz,Lysol Bathroom Cleaner 24oz,Household,037000012420,4.99,2.95,8.25,50,18,120,24,60,each,Lysol,orders@lysol.com,true,,,,,,,,,,,,,
HBA-134,Toilet Bowl Cleaner 24oz,Lysol Toilet Bowl Cleaner 24oz,Household,037000012437,3.49,2.05,8.25,50,24,200,36,100,each,Lysol,orders@lysol.com,true,,,,,,,,,,,,,
HBA-135,Bleach Clorox 64oz,Clorox Regular Bleach 64oz,Household,037000012444,4.99,2.95,8.25,50,18,120,24,60,each,Clorox,orders@clorox.com,true,,,,,,,,,,,,,
HBA-136,Bleach Splash-Less 55oz,Clorox Splash-Less Bleach 55oz,Household,037000012451,5.99,3.55,8.25,50,18,120,24,60,each,Clorox,orders@clorox.com,true,,,,,,,,,,,,,
HBA-137,Floor Cleaner Pine-Sol 48oz,Pine-Sol Multi-Surface Cleaner 48oz,Household,037000012468,6.99,4.15,8.25,50,12,80,18,40,each,Pine-Sol,orders@pinesol.com,true,,,,,,,,,,,,,
HBA-138,Floor Cleaner Swiffer 1.25L,Swiffer WetJet Solution 1.25L,Household,037000012475,7.99,4.75,8.25,50,10,60,15,30,each,Swiffer,orders@swiffer.com,true,,,,,,,,,,,,,
HBA-139,Floor Wipes Swiffer 24ct,Swiffer Wet Mopping Cloths 24ct,Household,037000012482,9.99,5.95,8.25,50,8,60,12,30,each,Swiffer,orders@swiffer.com,true,,,,,,,,,,,,,
HBA-140,Duster Swiffer 5ct,Swiffer Dusters 180 Multi-Surface 5ct,Household,037000012499,8.99,5.35,8.25,50,10,60,15,30,each,Swiffer,orders@swiffer.com,true,,,,,,,,,,,,,
HBA-141,Vacuum Bags 3ct,Swiffer Sweep & Trap Starter Kit,Household,037000012505,14.99,8.95,8.25,50,6,40,12,20,each,Swiffer,orders@swiffer.com,true,,,,,,,,,,,,,
HBA-142,Trash Bags Glad 30ct,Glad Tall Kitchen Bags 13gal 30ct,Household,037000012512,7.99,4.75,8.25,50,12,80,18,40,each,Glad,orders@glad.com,true,,,,,,,,,,,,,
HBA-143,Trash Bags Hefty 40ct,Hefty Ultra Strong 13gal 40ct,Household,037000012529,9.99,5.95,8.25,50,10,60,15,30,each,Hefty,orders@hefty.com,true,,,,,,,,,,,,,
HBA-144,Trash Bags Glad Large 25ct,Glad Large Trash Bags 30gal 25ct,Household,037000012536,8.99,5.35,8.25,50,10,60,15,30,each,Glad,orders@glad.com,true,,,,,,,,,,,,,
HBA-145,Trash Bags ForceFlex 34ct,Glad ForceFlex Tall Kitchen 34ct,Household,037000012543,10.99,6.55,8.25,50,10,60,15,30,each,Glad,orders@glad.com,true,,,,,,,,,,,,,
HBA-146,Ziploc Sandwich Bags 90ct,Ziploc Sandwich Bags 90ct,Household,037000012550,4.49,2.65,8.25,50,18,120,24,60,each,Ziploc,orders@ziploc.com,true,,,,,,,,,,,,,
HBA-147,Ziploc Freezer Bags 38ct,Ziploc Freezer Bags Gallon 38ct,Household,037000012567,6.99,4.15,8.25,50,12,80,18,40,each,Ziploc,orders@ziploc.com,true,,,,,,,,,,,,,
HBA-148,Ziploc Storage Bags 50ct,Ziploc Storage Bags Gallon 50ct,Household,037000012574,6.99,4.15,8.25,50,12,80,18,40,each,Ziploc,orders@ziploc.com,true,,,,,,,,,,,,,
HBA-149,Saran Wrap 200sqft,Saran Premium Wrap 200sqft,Household,037000012581,4.49,2.65,8.25,50,18,120,24,60,each,Saran,orders@saran.com,true,,,,,,,,,,,,,
HBA-150,Aluminum Foil 75sqft,Reynolds Wrap Aluminum Foil 75sqft,Household,037000012598,5.99,3.55,8.25,50,18,120,24,60,each,Reynolds,orders@reynolds.com,true,,,,,,,,,,,,,
HBA-151,Parchment Paper 45sqft,Reynolds Parchment Paper 45sqft,Household,037000012604,4.99,2.95,8.25,50,18,120,24,60,each,Reynolds,orders@reynolds.com,true,,,,,,,,,,,,,
HBA-152,Plastic Wrap 200sqft,Glad ClingWrap Plastic Wrap 200sqft,Household,037000012611,3.99,2.35,8.25,50,18,120,24,60,each,Glad,orders@glad.com,true,,,,,,,,,,,,,
HBA-153,Paper Plates 50ct,Dixie Everyday Paper Plates 8.5in 50ct,Household,037000012628,4.99,2.95,8.25,50,18,120,24,60,each,Dixie,orders@dixie.com,true,,,,,,,,,,,,,
HBA-154,Paper Bowls 20ct,Dixie Paper Bowls 20oz 20ct,Household,037000012635,3.99,2.35,8.25,50,24,200,36,100,each,Dixie,orders@dixie.com,true,,,,,,,,,,,,,
HBA-155,Cups Solo 50ct,Solo Cups Red 16oz 50ct,Household,037000012642,5.49,3.25,8.25,50,18,120,24,60,each,Solo,orders@solo.com,true,,,,,,,,,,,,,
HBA-156,Cups Solo 30ct,Solo Cups Red 18oz 30ct,Household,037000012659,4.49,2.65,8.25,50,24,200,36,100,each,Solo,orders@solo.com,true,,,,,,,,,,,,,
HBA-157,Plastic Forks 48ct,Dixie Plastic Forks Heavy Duty 48ct,Household,037000012666,3.49,2.05,8.25,50,24,200,36,100,each,Dixie,orders@dixie.com,true,,,,,,,,,,,,,
HBA-158,Plastic Spoons 48ct,Dixie Plastic Spoons Heavy Duty 48ct,Household,037000012673,3.49,2.05,8.25,50,24,200,36,100,each,Dixie,orders@dixie.com,true,,,,,,,,,,,,,
HBA-159,Plastic Knives 48ct,Dixie Plastic Knives Heavy Duty 48ct,Household,037000012680,3.49,2.05,8.25,50,24,200,36,100,each,Dixie,orders@dixie.com,true,,,,,,,,,,,,,
HBA-160,Napkins 200ct,Vanity Fair Everyday Napkins 200ct,Household,037000012697,4.99,2.95,8.25,50,18,120,24,60,each,Vanity Fair,orders@vanityfair.com,true,,,,,,,,,,,,,
AUTO-001,Motor Oil 5W-30 1qt,Pennzoil 5W-30 Motor Oil 1qt,Automotive,037000012703,7.99,4.75,8.25,89,12,80,18,40,each,Pennzoil,orders@pennzoil.com,true,,,,,,,,,,,,,
AUTO-002,Motor Oil 10W-30 1qt,Pennzoil 10W-30 Motor Oil 1qt,Automotive,037000012710,7.99,4.75,8.25,92,12,80,18,40,each,Pennzoil,orders@pennzoil.com,true,,,,,,,,,,,,,
AUTO-003,Motor Oil High Mileage 1qt,Pennzoil High Mileage 5W-30 1qt,Automotive,037000012727,8.99,5.35,8.25,67,10,60,15,30,each,Pennzoil,orders@pennzoil.com,true,,,,,,,,,,,,,
AUTO-004,Motor Oil Synthetic 1qt,Castrol EDGE Synthetic 5W-30 1qt,Automotive,037000012734,11.99,7.15,8.25,45,8,60,12,30,each,Castrol,orders@castrol.com,true,,,,,,,,,,,,,
AUTO-005,Motor Oil 5W-20 5qt,Pennzoil 5W-20 Motor Oil 5qt,Automotive,037000012741,22.99,13.75,8.25,23,4,30,8,15,each,Pennzoil,orders@pennzoil.com,true,,,,,,,,,,,,,
AUTO-006,Oil Filter Fram Extra,Fram Extra Guard Oil Filter PH7317,Automotive,037000012758,6.99,4.15,8.25,89,18,120,24,60,each,Fram,orders@fram.com,true,,,,,,,,,,,,,
AUTO-007,Oil Filter Fram Tough,Fram Tough Guard Oil Filter TG7317,Automotive,037000012765,9.99,5.95,8.25,56,12,80,18,40,each,Fram,orders@fram.com,true,,,,,,,,,,,,,
AUTO-008,Oil Filter Mobil 1,Mobil 1 Extended Performance Oil Filter,Automotive,037000012772,12.99,7.75,8.25,34,8,60,12,30,each,Mobil 1,orders@mobil1.com,true,,,,,,,,,,,,,
AUTO-009,Funnel Oil 1qt,Custom Accessories Oil Funnel 1qt,Automotive,037000012789,2.99,1.75,8.25,78,36,300,48,150,each,Custom Accessories,orders@customacc.com,true,,,,,,,,,,,,,
AUTO-010,Funnel Oil Large,Custom Accessories Oil Funnel Large,Automotive,037000012796,4.49,2.65,8.25,45,24,200,36,100,each,Custom Accessories,orders@customacc.com,true,,,,,,,,,,,,,
AUTO-011,Washer Fluid 1gal,Rain-X De-Icer Windshield Washer Fluid 1gal,Automotive,037000012802,3.99,2.35,8.25,134,18,120,24,60,each,Rain-X,orders@rainx.com,true,,,,,,,,,,,,,
AUTO-012,Washer Fluid All Season 1gal,Prestone All Season Washer Fluid 1gal,Automotive,037000012819,3.49,2.05,8.25,156,18,120,24,60,each,Prestone,orders@prestone.com,true,,,,,,,,,,,,,
AUTO-013,Antifreeze 1gal,Prestone Extended Life Antifreeze 1gal,Automotive,037000012826,14.99,8.95,8.25,45,6,40,12,20,each,Prestone,orders@prestone.com,true,,,,,,,,,,,,,
AUTO-014,Antifreeze 50/50 1gal,Prestone 50/50 Prediluted Antifreeze 1gal,Automotive,037000012833,11.99,7.15,8.25,67,8,60,12,30,each,Prestone,orders@prestone.com,true,,,,,,,,,,,,,
AUTO-015,Coolant Tester,Prestone Coolant Tester Hydrometer,Automotive,037000012840,7.99,4.75,8.25,89,12,80,18,40,each,Prestone,orders@prestone.com,true,,,,,,,,,,,,,
AUTO-016,Brake Fluid DOT3 12oz,Prestone DOT3 Brake Fluid 12oz,Automotive,037000012857,6.99,4.15,8.25,78,12,80,18,40,each,Prestone,orders@prestone.com,true,,,,,,,,,,,,,
AUTO-017,Power Steering Fluid 12oz,Prestone Power Steering Fluid 12oz,Automotive,037000012864,6.99,4.15,8.25,56,12,80,18,40,each,Prestone,orders@prestone.com,true,,,,,,,,,,,,,
AUTO-018,Transmission Fluid 1qt,Prestone Automatic Transmission Fluid 1qt,Automotive,037000012871,8.99,5.35,8.25,67,10,60,15,30,each,Prestone,orders@prestone.com,true,,,,,,,,,,,,,
AUTO-019,Fuel Injector Cleaner,Lucas Fuel Injector Cleaner 5.25oz,Automotive,037000012888,7.99,4.75,8.25,89,12,80,18,40,each,Lucas,orders@lucasoil.com,true,,,,,,,,,,,,,
AUTO-020,Octane Booster,Lucas Octane Booster 15oz,Automotive,037000012895,9.99,5.95,8.25,45,10,60,15,30,each,Lucas,orders@lucasoil.com,true,,,,,,,,,,,,,
AUTO-021,Sea Foam Motor Treatment,Sea Foam Motor Treatment 16oz,Automotive,037000012901,14.99,8.95,8.25,34,6,40,12,20,each,Sea Foam,orders@seafoam.com,true,,,,,,,,,,,,,
AUTO-022,Car Wax Paste 16oz,Turtle Wax Super Hard Shell Paste 16oz,Automotive,037000012918,9.99,5.95,8.25,78,10,60,15,30,each,Turtle Wax,orders@turtlewax.com,true,,,,,,,,,,,,,
AUTO-023,Car Wax Liquid 16oz,Turtle Wax Ice Spray Wax 16oz,Automotive,037000012925,12.99,7.75,8.25,56,8,60,12,30,each,Turtle Wax,orders@turtlewax.com,true,,,,,,,,,,,,,
AUTO-024,Car Wash Soap 64oz,Meguiar's Gold Class Car Wash 64oz,Automotive,037000012932,11.99,7.15,8.25,45,8,60,12,30,each,Meguiar's,orders@meguiars.com,true,,,,,,,,,,,,,
AUTO-025,Car Wash Soap 48oz,Turtle Wax Car Wash & Wax 48oz,Automotive,037000012949,7.99,4.75,8.25,89,12,80,18,40,each,Turtle Wax,orders@turtlewax.com,true,,,,,,,,,,,,,
AUTO-026,Tire Shine 23oz,Armor All Extreme Tire Shine 23oz,Automotive,037000012956,8.99,5.35,8.25,67,10,60,15,30,each,Armor All,orders@armorall.com,true,,,,,,,,,,,,,
AUTO-027,Interior Cleaner 16oz,Armor All Original Protectant 16oz,Automotive,037000012963,6.99,4.15,8.25,92,12,80,18,40,each,Armor All,orders@armorall.com,true,,,,,,,,,,,,,
AUTO-028,Leather Cleaner 16oz,Lexol Leather Cleaner 16oz,Automotive,037000012970,12.99,7.75,8.25,34,6,40,12,20,each,Lexol,orders@lexol.com,true,,,,,,,,,,,,,
AUTO-029,Glass Cleaner 23oz,Invisible Glass Premium Glass Cleaner 23oz,Automotive,037000012987,6.99,4.15,8.25,78,12,80,18,40,each,Invisible Glass,orders@invisibleglass.com,true,,,,,,,,,,,,,
AUTO-030,Headlight Restorer 3M,3M Headlight Lens Restoration System,Automotive,037000012994,21.99,13.15,8.25,23,4,30,8,15,each,3M,orders@3m.com,true,,,,,,,,,,,,,
AUTO-031,Scratch Remover 8oz,Turtle Wax Scratch Repair & Renew 8oz,Automotive,037000013007,9.99,5.95,8.25,67,10,60,15,30,each,Turtle Wax,orders@turtlewax.com,true,,,,,,,,,,,,,
AUTO-032,Clay Bar Kit,Meguiar's Smooth Surface Clay Kit,Automotive,037000013014,24.99,14.95,8.25,18,4,20,6,12,each,Meguiar's,orders@meguiars.com,true,,,,,,,,,,,,,
AUTO-033,Microfiber Cloths 3ct,Meguiar's Supreme Shine Microfiber 3ct,Automotive,037000013021,8.99,5.35,8.25,56,10,60,15,30,each,Meguiar's,orders@meguiars.com,true,,,,,,,,,,,,,
AUTO-034,Chamois Synthetic 1ct,Armor All Synthetic Chamois 1ct,Automotive,037000013038,6.99,4.15,8.25,78,12,80,18,40,each,Armor All,orders@armorall.com,true,,,,,,,,,,,,,
AUTO-035,Sponge Wash 1ct,Turtle Wax Super Soft Wash Sponge 1ct,Automotive,037000013045,4.99,2.95,8.25,145,24,200,36,100,each,Turtle Wax,orders@turtlewax.com,true,,,,,,,,,,,,,
AUTO-036,Detailing Brushes 5ct,Chemical Guys Detailing Brushes 5ct,Automotive,037000013052,19.99,11.95,8.25,34,4,30,8,15,each,Chemical Guys,orders@chemicalguys.com,true,,,,,,,,,,,,,
AUTO-037,Tire Pressure Gauge,Pencil Tire Pressure Gauge 10-50 PSI,Automotive,037000013069,3.99,2.35,8.25,156,24,200,36,100,each,Custom Accessories,orders@customacc.com,true,,,,,,,,,,,,,
AUTO-038,Tire Pressure Gauge Digital,Slime Digital Tire Gauge 5-99 PSI,Automotive,037000013076,12.99,7.75,8.25,67,8,60,12,30,each,Slime,orders@slime.com,true,,,,,,,,,,,,,
AUTO-039,Tire Inflator 12V,Slime 12V Tire Inflator Portable,Automotive,037000013083,29.99,17.95,8.25,28,4,20,6,12,each,Slime,orders@slime.com,true,,,,,,,,,,,,,
AUTO-040,Tire Patch Kit,Slime Tire Repair Kit Plug Patch,Automotive,037000013090,9.99,5.95,8.25,89,10,60,15,30,each,Slime,orders@slime.com,true,,,,,,,,,,,,,
AUTO-041,Fix-A-Flat 16oz,Fix-A-Flat Standard Tire Inflator 16oz,Automotive,037000013106,9.99,5.95,8.25,78,10,60,15,30,each,Fix-A-Flat,orders@fixaflat.com,true,,,,,,,,,,,,,
AUTO-042,Spare Tire Fix-A-Flat,Fix-A-Flat Spare Tire Inflator 16oz,Automotive,037000013113,11.99,7.15,8.25,56,8,60,12,30,each,Fix-A-Flat,orders@fixaflat.com,true,,,,,,,,,,,,,
AUTO-043,Wheel Cleaner 23oz,Eagle One All Wheel & Tire Cleaner 23oz,Automotive,037000013120,8.99,5.35,8.25,67,10,60,15,30,each,Eagle One,orders@eagleone.com,true,,,,,,,,,,,,,
AUTO-044,Wheel Brush,Chemical Guys Wheel & Rim Brush,Automotive,037000013137,14.99,8.95,8.25,45,6,40,12,20,each,Chemical Guys,orders@chemicalguys.com,true,,,,,,,,,,,,,
AUTO-045,Car Air Freshener New Car,Little Trees Air Freshener New Car Scent,Automotive,037000013144,1.99,1.15,8.25,234,48,400,60,200,each,Little Trees,orders@littletrees.com,true,,,,,,,,,,,,,
AUTO-046,Car Air Freshener Black Ice,Little Trees Air Freshener Black Ice,Automotive,037000013151,1.99,1.15,8.25,245,48,400,60,200,each,Little Trees,orders@littletrees.com,true,,,,,,,,,,,,,
AUTO-047,Car Air Freshener Vent Clip,Glade Car Vent Clip Air Freshener,Automotive,037000013168,4.99,2.95,8.25,89,24,200,36,100,each,Glade,orders@glade.com,true,,,,,,,,,,,,,
AUTO-048,Car Air Freshener Vent Clip Febreze,Febreze Car Vent Clip Air Freshener,Automotive,037000013175,4.99,2.95,8.25,78,24,200,36,100,each,Febreze,orders@febreze.com,true,,,,,,,,,,,,,
AUTO-049,Odor Eliminator,Ozium Smoke & Odor Eliminator 3.5oz,Automotive,037000013182,8.99,5.35,8.25,56,10,60,15,30,each,Ozium,orders@ozium.com,true,,,,,,,,,,,,,
AUTO-050,Seat Cover Universal 1ct,BDK Universal Fit Car Seat Cover 1ct,Automotive,037000013199,19.99,11.95,8.25,34,4,30,8,15,each,BDK,orders@bdk.com,true,,,,,,,,,,,,,
AUTO-051,Steering Wheel Cover 1ct,BDK Steering Wheel Cover Universal,Automotive,037000013205,12.99,7.75,8.25,67,6,40,12,20,each,BDK,orders@bdk.com,true,,,,,,,,,,,,,
AUTO-052,Floor Mats Rubber 4ct,BDK Rubber Floor Mats All Weather 4ct,Automotive,037000013212,24.99,14.95,8.25,28,4,20,6,12,each,BDK,orders@bdk.com,true,,,,,,,,,,,,,
AUTO-053,Floor Mats Carpet 4ct,BDK Carpet Floor Mats Universal 4ct,Automotive,037000013229,19.99,11.95,8.25,45,4,30,8,15,each,BDK,orders@bdk.com,true,,,,,,,,,,,,,
AUTO-054,Trunk Organizer 1ct,FH Group Trunk Organizer Collapsible,Automotive,037000013236,16.99,10.15,8.25,38,6,40,12,20,each,FH Group,orders@fhgroup.com,true,,,,,,,,,,,,,
AUTO-055,Sun Shade Windshield,BDK Windshield Sun Shade Jumbo,Automotive,037000013243,12.99,7.75,8.25,52,6,40,12,20,each,BDK,orders@bdk.com,true,,,,,,,,,,,,,
AUTO-056,Phone Mount Dashboard,Scosche MagicMount Phone Holder,Automotive,037000013250,24.99,14.95,8.25,34,4,30,8,15,each,Scosche,orders@scosche.com,true,,,,,,,,,,,,,
AUTO-057,Phone Mount Vent,Kenu Airframe Pro Vent Mount,Automotive,037000013267,24.99,14.95,8.25,28,4,30,8,15,each,Kenu,orders@kenu.com,true,,,,,,,,,,,,,
AUTO-058,Car Charger USB 2-Port,Anker PowerDrive 2 USB Car Charger,Automotive,037000013274,14.99,8.95,8.25,45,6,40,12,20,each,Anker,orders@anker.com,true,,,,,,,,,,,,,
AUTO-059,Car Charger USB-C 2-Port,Anker PowerDrive Speed+ USB-C,Automotive,037000013281,24.99,14.95,8.25,23,4,30,8,15,each,Anker,orders@anker.com,true,,,,,,,,,,,,,
AUTO-060,Aux Cable 3.5mm 4ft,Anker 3.5mm Audio Cable Premium 4ft,Automotive,037000013298,9.99,5.95,8.25,67,10,60,15,30,each,Anker,orders@anker.com,true,,,,,,,,,,,,,
AUTO-061,Bluetooth Adapter,Avantree Bluetooth Car Adapter,Automotive,037000013304,29.99,17.95,8.25,34,4,20,6,12,each,Avantree,orders@avantree.com,true,,,,,,,,,,,,,
AUTO-062,Jumper Cables 10ft,Cartman Booster Cables 10ft 8-Gauge,Automotive,037000013311,24.99,14.95,8.25,28,4,20,6,12,each,Cartman,orders@cartman.com,true,,,,,,,,,,,,,
AUTO-063,Jumper Cables 16ft,Cartman Heavy Duty Booster Cables 16ft,Automotive,037000013328,39.99,23.95,8.25,18,2,20,4,10,each,Cartman,orders@cartman.com,true,,,,,,,,,,,,,
AUTO-064,Battery Terminal Cleaner,Permatex Battery Cleaner 5.75oz,Automotive,037000013335,6.99,4.15,8.25,78,12,80,18,40,each,Permatex,orders@permatex.com,true,,,,,,,,,,,,,
AUTO-065,Battery Terminal Protector,Permatex Battery Protector 5oz,Automotive,037000013342,6.99,4.15,8.25,89,12,80,18,40,each,Permatex,orders@permatex.com,true,,,,,,,,,,,,,
AUTO-066,Dielectric Grease,Permatex Dielectric Tune-Up Grease 3oz,Automotive,037000013359,7.99,4.75,8.25,56,10,60,15,30,each,Permatex,orders@permatex.com,true,,,,,,,,,,,,,
AUTO-067,Electrical Contact Cleaner,Permatex Electrical Contact Cleaner 5oz,Automotive,037000013366,8.99,5.35,8.25,67,10,60,15,30,each,Permatex,orders@permatex.com,true,,,,,,,,,,,,,
AUTO-068,Silicone Spray,WD-40 Specialist Silicone Lubricant 11oz,Automotive,037000013373,8.99,5.35,8.25,78,10,60,15,30,each,WD-40,orders@wd40.com,true,,,,,,,,,,,,,
AUTO-069,PB Blaster Penetrating Oil,PB Blaster Penetrating Catalyst 18oz,Automotive,037000013380,12.99,7.75,8.25,45,6,40,12,20,each,PB Blaster,orders@pbblaster.com,true,,,,,,,,,,,,,
AUTO-070,White Lithium Grease,Lucas Oil White Lithium Grease 8oz,Automotive,037000013397,6.99,4.15,8.25,89,12,80,18,40,each,Lucas,orders@lucasoil.com,true,,,,,,,,,,,,,
AUTO-071,Duct Tape Silver 20yd,Duck Brand Duct Tape Silver 20yd,Automotive,037000013403,6.99,4.15,8.25,92,12,80,18,40,each,Duck Tape,orders@duckbrand.com,true,,,,,,,,,,,,,
AUTO-072,Duct Tape Black 20yd,Duck Brand Duct Tape Black 20yd,Automotive,037000013410,6.99,4.15,8.25,78,12,80,18,40,each,Duck Tape,orders@duckbrand.com,true,,,,,,,,,,,,,
AUTO-073,Electrical Tape Black,3M Scotch Electrical Tape Black 3/4in,Automotive,037000013427,3.99,2.35,8.25,134,24,200,36,100,each,3M,orders@3m.com,true,,,,,,,,,,,,,
AUTO-074,Zip Ties 100ct,Cable Zip Ties Assorted Sizes 100ct,Automotive,037000013434,5.99,3.55,8.25,89,18,120,24,60,each,Custom Accessories,orders@customacc.com,true,,,,,,,,,,,,,
AUTO-075,Bungee Cords 6ct,Highland Bungee Cord Assortment 6ct,Automotive,037000013441,9.99,5.95,8.25,67,10,60,15,30,each,Highland,orders@highland.com,true,,,,,,,,,,,,,
AUTO-076,Ratchet Straps 4pk,Erickson Ratchet Tie-Down Straps 4pk,Automotive,037000013458,19.99,11.95,8.25,34,4,30,8,15,each,Erickson,orders@erickson.com,true,,,,,,,,,,,,,
AUTO-077,Towing Strap,Erickson Tow Strap 2in x 20ft,Automotive,037000013465,14.99,8.95,8.25,45,6,40,12,20,each,Erickson,orders@erickson.com,true,,,,,,,,,,,,,
AUTO-078,Emergency Road Kit,AAA Emergency Road Kit 42-Piece,Automotive,037000013472,34.99,20.95,8.25,28,4,20,6,12,each,AAA,orders@aaa.com,true,,,,,,,,,,,,,
AUTO-079,Emergency Triangle Reflective,Deflecto Emergency Warning Triangle,Automotive,037000013489,12.99,7.75,8.25,56,6,40,12,20,each,Deflecto,orders@deflecto.com,true,,,,,,,,,,,,,
AUTO-080,Road Flares 3pk,Orion Safety Road Flares 30-Minute 3pk,Automotive,037000013496,14.99,8.95,8.25,38,6,40,12,20,each,Orion Safety,orders@orionsafety.com,true,,,,,,,,,,,,,
AUTO-081,LED Road Flare,Energizer LED Road Flare Emergency Light,Automotive,037000013502,19.99,11.95,8.25,45,4,30,8,15,each,Energizer,orders@energizer.com,true,,,,,,,,,,,,,
AUTO-082,Emergency Blanket Mylar,Survive Outdoors Longer Emergency Blanket,Automotive,037000013519,4.99,2.95,8.25,89,24,200,36,100,each,SOL,orders@sursurvive.com,true,,,,,,,,,,,,,
AUTO-083,Emergency Whistle,Fox 40 Classic Safety Whistle,Automotive,037000013526,6.99,4.15,8.25,67,18,120,24,60,each,Fox 40,orders@fox40.com,true,,,,,,,,,,,,,
AUTO-084,Rain Poncho Disposable,Emergency Rain Poncho with Hood,Automotive,037000013533,2.99,1.75,8.25,134,36,300,48,150,each,Emergency Zone,orders@emergencyzone.com,true,,,,,,,,,,,,,
AUTO-085,Work Gloves Mechanix,Mechanix Wear Original Work Gloves,Automotive,037000013540,19.99,11.95,8.25,78,4,30,8,15,each,Mechanix Wear,orders@mechanix.com,true,,,,,,,,,,,,,
AUTO-086,Work Gloves Leather,Custom Leathercraft Work Gloves Leather,Automotive,037000013557,14.99,8.95,8.25,56,6,40,12,20,each,CLC,orders@clc.com,true,,,,,,,,,,,,,
AUTO-087,Safety Glasses 3M,3M SecureFit Safety Glasses Clear,Automotive,037000013564,9.99,5.95,8.25,89,10,60,15,30,each,3M,orders@3m.com,true,,,,,,,,,,,,,
AUTO-088,Ear Plugs Foam,Mack's Ultra Soft Foam Earplugs 50 Pair,Automotive,037000013571,10.99,6.55,8.25,92,8,60,12,30,each,Mack's,orders@macksearplugs.com,true,,,,,,,,,,,,,
AUTO-089,Knee Pads Work,ToughBuilt FoamFit Knee Pads,Automotive,037000013588,24.99,14.95,8.25,34,4,20,6,12,each,ToughBuilt,orders@toughbuilt.com,true,,,,,,,,,,,,,
AUTO-090,First Aid Kit 100pc,Be Smart Get Prepared First Aid Kit 100pc,Automotive,037000013595,14.99,8.95,8.25,45,6,40,12,20,each,Be Smart,orders@besmart.com,true,,,,,,,,,,,,,
